"","CdStationHydro","CdStationHydroAncienRef","LbStationHydro","TypStationHydro","DtMiseServiceStationHydro","DtFermetureStationHydro","ProjCoordStationHydro","CoordXStationHydro","CoordYStationHydro","NomIntervenant","LbAffichageStationHydro"
"1005","L812212004","L8122125","Le Thouet à Saint-Loup-Lamairé [Pont de Saint-Loup] - Boussin","STD","2012-11-22 00:00:00+01",NA,"26",457980.55,6634178.72,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1006","L813401001","L8134030","Le Cébron à Gourgé [Le Champ des Balastières]","STD","1983-11-01 12:00:00+01",NA,"26",454221,6630397,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1007","L813401002","L8134010","Le Cébron à Gourgé [Le Champ des Balastières] - Orfeuille","STD","1974-11-01 00:00:00+01","1981-10-01 12:00:00+01","26",454944,6633076,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1008","L813402001","L8134020","Le Cébron à Saint-Loup-Lamairé [Puy Terrier]","STD","1982-02-01 12:00:00+01",NA,"26",456571.46,6635382.36,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1009","L814211001","L8142110","Le Thouet à Saint-Généroux [Pont de Saint-Généroux]","STD","1972-03-01 12:00:00+01",NA,"26",460958,6647356,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1010","L821301001","L8213010","Le Thouaret à Luzay [La Planche]","STD","1970-10-01 12:00:00+01",NA,"26",457555,6651881,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1011","L822211001","L8222110","Le Thouet à Missé [Missé]","STD","1991-11-30 12:00:00+01",NA,"26",457361,6655158,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1012","L823211001","L8232110","Le Thouet à Sainte-Radegonde [Vrines]","STD","1985-12-01 00:00:00+01","1992-01-31 00:00:00+01","26",453389,6660291,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1013","L834301001","L8343010","L'Argenton à Massais [Moulin Bernard]","STD","1969-01-01 12:00:00+01",NA,"26",445020,6660691,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1014","L840211001","L8402130","Le Thouet à Montreuil-Bellay - Pont Napoléon","STD","2007-07-12 00:00:00+02",NA,"26",460974,6675401,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1015","L840211002","L8402135","Le Thouet à Montreuil-Bellay - Montreuil St Eloi","STD","2011-09-30 00:00:00+02",NA,"26",461948,6676362,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1016","L850301001","L8503010","La Dive [du Nord] à Marnes [Moulin de Retournay]","STD","1969-06-01 00:00:00+01","2017-01-31 00:00:00+01","26",470403,6644945,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1017","L852301001","L8523010","Le canal de la Dive à Pouançay [La Motte Bourbon]","STD","1967-10-01 00:00:00+01",NA,"26",465713.11,6670921.63,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1018","L860211001","L8602110","Le Thouet à Chacé","STD","1964-12-01 00:00:00+01","2005-01-19 12:00:00+01","26",466929.71,6684040.76,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1019","L860211002","L8602120","Le Thouet à Chacé - Pont de Chacé","STD","2004-10-04 00:00:00+02",NA,"26",466930,6684041,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1020","L900000401","L9005410","Le Gravot à Bourgueil - Ancienne station","STD","1966-12-01 00:00:00+01","1971-12-01 12:00:00+01","26",487154,6694875,"Entente Interdépartementale de la V","HydroPortail/Hydro 2"
"1021","L900000501","L9006210","Le Lane à Saint-Patrice - Ancienne station de 1966 à 1996","STD","1966-12-01 00:00:00+01",NA,"26",492040,6688674,"Entente Interdépartementale de la V","HydroPortail/Hydro 2"
"1022","L900000601","L9004010","L'Authion à Benais - Pont de Juteau","STD","1966-11-18 00:00:00+01","1993-06-10 11:30:00+02","26",487935,6695981,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1023","L900000701",NA,"[Le Changeon] à Gizeux [Moulin Foulon]","STD","2010-01-01 00:00:00+01",NA,"26",489074.44208204,6698683.4426563,"Entente Interdépartementale de la V","HydroPortail"
"1024","M107302001","M1073020","La Conie à Conie-Molitard","STD","1996-08-01 14:00:00+02",NA,"26",584833,6781207,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1025","M107302002","M1073010","La Conie à Conie-Molitard - Valainville","STD","1965-01-01 00:00:00+01","1986-01-01 00:00:00+01","26",582471,6779683,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1026","N400061001","N4000610","La Sèvre niortaise à Sainte-Eanne [Pont de Mounée]","STD","1967-08-01 00:00:00+01","1971-06-01 12:00:00+01","26",456564,6592961,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1027","N401061001","N4010610","La Sèvre niortaise à Azay-le-Brûlé - Pont de Ricou","STD","1971-01-01 00:00:00+01",NA,"26",450818,6592516,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1028","N401061002","N4010620","La Sèvre niortaise à Saint-Maixent-l'École","STD","2005-01-01 00:00:00+01",NA,"26",454191,6594933,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1029","N401521001","N4015210","L'Hermitain à Romans [Les Fontenelles]","STD","1987-02-01 00:00:00+01","1998-09-30 12:00:00+02","26",451536,6591403,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1030","N410401001","N4104010","Le Chambon à Saivres [Donia Maunay]","STD","1967-08-01 00:00:00+01",NA,"26",453201,6598457,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1031","N410402001","N4104020","Le Chambon à Saint-Georges-de-Noisné [Moulin des Isles]","STD","1990-09-18 00:00:00+02",NA,"26",452074,6605738,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1032","N410403001","N4104030","Le Chambon à Azay-le-Brûlé - Pont de Bedane","STD","1990-11-20 00:00:00+01",NA,"26",446452,6594676,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1033","N410403002",NA,"Le Chambon à la Crèche - Loubigné","STD","1990-01-01 00:00:00+01","2008-01-01 00:00:00+01","26",444387,6592943,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail"
"1034","N411062001","N4110621","La Sèvre niortaise à Échiré [Château Salbart]","DEB","2010-01-01 00:00:00+01","2019-02-23 00:00:00+01","26",436748,6595269,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1035","N411062002","N4110620","La Sèvre niortaise à Échiré [Château Salbart]","STD","1987-06-01 00:00:00+02","2012-01-10 12:00:00+01","26",436748,6595269,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1036","N412001001","N4120010","L'Egray à Sainte-Ouenne","STD","2005-01-01 00:00:00+01",NA,"26",434627,6596276,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1037","N420001001","N4200010","Le Lambon à Mougon","STD","2005-01-01 00:00:00+01",NA,"26",449210,6583648,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1038","N420401001","N4204010","Le Lambon à Fressines [Vaumoreau]","STD","1987-02-01 00:00:00+01","1999-12-31 00:00:00+01","26",444648,6586125,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1039","N430001001","N4300010","La Sèvre niortaise à Coulon","STD","1990-01-01 00:00:00+01","2013-01-01 00:00:00+01","26",424304,6586409,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1040","N430002001","N4300020","La Sèvre niortaise à Magné","STD","2005-01-01 00:00:00+01",NA,"26",427547,6585592,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1041","N430062001","N4300620","La Sèvre niortaise à Niort [La Tiffardière - Pont] - Ancienne","STD","1992-05-18 00:00:00+02","2000-01-01 00:00:00+01","26",429293,6586986,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1042","N430062002","N4300623","La Sèvre niortaise à Niort [La Tiffardière - Pont]","DEB","2000-01-01 00:00:00+01",NA,"26",429293,6586986,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1043","N430062003","N4300610","La Sèvre niortaise à Niort [La Tiffardière - Pont]","STD","1957-12-01 00:00:00+01","1993-01-01 00:00:00+01","26",429293,6586986,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1044","N430062101","N4300621","La Sèvre niortaise à Niort [La Tiffardière - Bief capteur]","STD","1994-05-01 00:00:00+02",NA,"26",429488,6587327,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1045","N430062201","N4300622","La Sèvre niortaise à Niort [La Tiffardière - Bras principal]","STD","1992-05-18 00:00:00+02",NA,"26",429577,6587215,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1046","N430062401","N4300624","La Sèvre niortaise à Niort [Centre ville]","STD","1899-12-31 00:00:00+00:09:21",NA,"26",433560,6586653,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1047","N430521001","N4305210","La Guirande à Frontenay-Rohan-Rohan [L'Illeau]","STD","1917-02-07 00:00:00+00","2013-01-01 00:00:00+01","26",426870,6581882,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1048","N510171001","N5101710","L'Autise à Saint-Hilaire-des-Loges","STD","1967-12-01 12:00:00+01",NA,"26",419464,6602439,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1049","N520171001","N5201710","L'Autise à Nieul-sur-l'Autise","STD","1979-10-30 00:00:00+01","1985-08-06 00:00:00+02","26",417132,6597616,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1050","N600301001","N6003010","Le Mignon à Usseau [Madrid]","STD","1993-06-01 00:00:00+02","1998-12-31 00:00:00+01","26",424384,6569456,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1051","N600302001","N6003021","Le Mignon à Mauzé-sur-le-Mignon - Moulin-Neuf","STD","1993-06-01 12:00:00+02","2002-01-31 00:00:00+01","26",416097,6574232,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1052","N600302002","N6003020","Le Mignon à Mauzé-sur-le-Mignon","DEB","2002-03-15 00:00:00+01",NA,"26",416034,6574437,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1053","N601401401","N6014005","La Courance à Granzay-Gript","STD","2015-01-01 00:00:00+01",NA,"26",431230,6575265,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1054","N602000101",NA,"La Sèvre niortaise à Maillé [Bazoin]","STD","2021-04-27 00:00:00+02",NA,"26",409579.7280745,6586836.1445905,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail"
"1055","N611061001","N6110610","La Sèvre niortaise à Marans [Pont SNCF]","DEB","2004-07-07 00:00:00+02",NA,"26",395646,6587720,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1056","N710181010","N7101810","La Vendée à Foussais-Payré [Pont d'Izard]","STD","1998-02-01 00:00:00+01",NA,"26",418710,6606614,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1057","N711401010","N7114010","La Mère à Antigny [Moulin-Texier]","STD","1997-07-31 00:00:00+02",NA,"26",411100,6618057,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1058","N712181010","N7121810","La Vendée à Pissotte [Pont de Crochet]","STD","1993-04-01 00:00:00+02",NA,"26",408784,6606535,"DREAL Nouvelle-Aquitaine - UH Vienn","Vigicrues/HydroPortail/Hydro 2"
"1059","N712181201","N7125400","[la Longèves] à Fontenay-le-Comte - pont du Gué Migné","STD","2016-07-28 00:00:00+02",NA,"26",405427,6603044,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1060","N801000101","N8010010","La Sèvre niortaise à Charron [Pont du Brault] - La Sèvre niortaise à Charron [Pont du Brault]","STD","2013-12-10 00:00:00+01",NA,"26",385996,6587779,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1061","N822001001","N8125010","Le Curé à Anais [Les Rivières]","STD","1966-12-01 00:00:00+01","1985-11-01 12:00:00+01","26",400232,6571584,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1062","N822002001","N8127010","Le Virson à Anais [Fraise]","STD","1979-04-01 00:00:00+01","1985-10-01 12:00:00+01","26",397472,6571787,"DREAL Nouvelle-Aquitaine - UH Vienn","HydroPortail/Hydro 2"
"1063","O707402001","O7074020","La Colagne à Saint-Léger-de-Peyre","STD","1923-01-01 00:00:00+00","1960-04-01 00:00:00+01","26",724124,6388427,"DREAL Occitanie - UH Garonne-Tarn-L","HydroPortail/Hydro 2"
"1064","O711502101","O7054010","La Colagne à Ribennes [Ganivet]","STD","1944-01-01 00:00:00+01",NA,"26",732306,6394331,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1065","O720251001","O7202510","La Truyère à Serverette","STD","1951-01-01 00:00:00+01",NA,"26",730554,6400534,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1066","O723401001","O7234010","La Rimeize à Rimeize","STD","1970-10-01 00:00:00+01",NA,"26",725398,6407481,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1067","O723402001","O7234020","La Rimeize à Malbouzon [Malpertus]","HC","1947-11-29 00:00:00+01","1969-01-01 00:00:00+01","26",718668,6405561,"DREAL Occitanie - UH Garonne-Tarn-L","HydroPortail/Hydro 2"
"1068","O723403001","O7234030","La Rimeize à Fau-de-Peyre [Vareilles]","STD","1968-06-01 00:00:00+01",NA,"26",718668,6405580,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1069","O724501001","O7245010","Le Chapouillet à Rimeize [Chassignoles]","STD","1971-11-01 00:00:00+01",NA,"26",723354,6410336,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1070","O726501001","O7265010","La Limagnole à Fontans [Saint-Alban]","STD","1970-09-16 00:00:00+01",NA,"26",728405,6408744,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1071","O737000201","O7272510","La Truyère au Malzieu-Ville [Le Soulier]","STD","1956-01-01 00:00:00+01",NA,"26",727551,6415131,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1072","O740401001","O7404010","Le Bès à Marchastel [Gour du Gou - 2]","STD","1959-01-01 00:00:00+01","2009-01-01 00:00:00+01","26",708718,6393240,"DREAL Occitanie - UH Garonne-Tarn-L","HydroPortail/Hydro 2"
"1073","O740402001","O7404020","Le Bès à Marchastel [Gour du Gou - 1]","STD","1944-04-11 00:00:00+02","1966-07-07 00:00:00+01","26",709761,6393229,"DREAL Occitanie - UH Garonne-Tarn-L","HydroPortail/Hydro 2"
"1074","O741040101","O7410401","Le Bès à Marchastel [Pont de Marchastel]","STD","1996-10-01 00:00:00+02",NA,"26",707140,6395097,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1075","O743401001","O7434010","Le Lander à Roffiac [Le Blaud]","STD","2000-03-01 00:00:00+01",NA,"26",703847,6439363,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"1076","O745000301","O7354010","Le Lander à Saint-Georges","STD","1956-01-01 00:00:00+01",NA,"26",710088,6434770,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1077","O750252001","O7502520","La Truyère à Lavastrie [Moulin du Tour]","STD","1932-01-01 00:00:00+00","1944-01-01 00:00:00+01","26",702298,6423109,"DREAL Occitanie - UH Garonne-Tarn-L","HydroPortail/Hydro 2"
"1078","O751551001","O7515510","Le Remontalou à Chaudes-Aigues [Moulin de Gastal]","STD","1992-05-01 00:00:00+02",NA,"26",700907,6417756,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1079","O753501001","O7535009","L'Epie à Oradour [Pont-de-Rochebrune] - Ancienne échelle","STD","1992-05-01 12:00:00+02","2012-10-02 10:45:00+02","26",694833,6428244,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1080","O753501002","O7535010","L'Epie à Oradour [Pont-de-Rochebrune] - Nouvelle échelle","STD","2012-10-02 00:00:00+02",NA,"26",694834,6428241,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1081","O754000201","O7444010","Le Bès à Saint-Juéry","STD","1956-01-01 00:00:00+01",NA,"26",706919,6414072,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1082","O760000201","O7502510","La Truyère à Neuvéglise [Grandval]","STD","1948-01-01 00:00:00+01",NA,"26",705865,6424822,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1083","O763502001","O7635020","La Bromme à Brommat [AE]","STD","1922-01-01 00:00:00+00","1942-01-01 00:00:00+02","26",674726,6414741,"DREAL Occitanie - UH Garonne-Tarn-L","HydroPortail/Hydro 2"
"1084","O769251101","O7592510","La Truyère à Sainte-Geneviève-sur-Argence [Sarrans]","STD","1934-01-01 00:00:00+00",NA,"26",679464,6414446,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1085","O773000101","O7635010","La Bromme à Brommat [EDF]","STD","1922-01-01 00:00:00+00",NA,"26",675054,6414136,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1086","O801351001","O8013510","Le Célé à Maurs [Aurières]","STD","1913-03-01 00:00:00+00","1926-10-01 00:00:00+01","26",636225,6398250,"DREAL Occitanie - UH Garonne-Tarn-L","HydroPortail/Hydro 2"
"1087","O826401001","O8264010","La Rance à Maurs [Les Brauges]","STD","1997-10-16 00:00:00+02",NA,"26",635701,6399360,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"1088","O828000201","O8280500","Le Veyre à Bagnac-sur-Célé [Lafage] - Le Veyre à Bagnac (Lafage)","STD","2011-01-01 00:00:00+01",NA,"26",631699,6399448,"Conseil Départemental du Lot (CD 46","HydroPortail/Hydro 2"
"1089","P000001001","P0000010","La Dordogne à Mont-Dore [Piste de ski]","STD","1992-01-01 00:00:00+01","1994-02-01 00:00:00+01","26",685838,6493251,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1090","P001001001","P0010010","La Dordogne à Saint-Sauves-d'Auvergne","STD","1929-01-01 00:00:00+00",NA,"26",675629,6500505,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"1091","P006431001","P0064310","Le Chavanon à Bourg-Lastic [Chavanon-Chantier]","STD","1929-01-01 00:00:00+00","1974-01-01 00:00:00+01","26",662845,6505895,"DREAL Occitanie - UH Garonne-Tarn-L","HydroPortail/Hydro 2"
"1092","P011501001","P0115010","Le Burande à la Tour-d'Auvergne","STD","1960-01-01 00:00:00+01",NA,"26",676301,6492174,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1093","P011501101","P0115020","Le Burande à Singles [ou ru de Burons]","STD","1952-01-01 00:00:00+01",NA,"26",664762,6493717,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1094","P015000101","P0164010","[La Tialle] à Riom-ès-Montagnes [La Pradelle]","STD","1951-01-01 00:00:00+01","1970-01-02 00:00:00+01","26",665088,6483935,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1095","P018000101","P0190010","La Dordogne à Bort-les-Orgues [QNR]","STD","1918-01-01 00:00:00+00",NA,"26",660817,6479411,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1096","P021251001","P0212510","Le ruisseau Grande Rhue à Égliseneuve-d'Entraigues","STD","1956-01-01 00:00:00+01",NA,"26",686720,6478829,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1097","P027251001","P0272509","Le ruisseau Grande Rhue à Condat - Ancienne échelle rive droite","STD","1916-01-01 00:00:00+00","2017-10-31 16:40:00+01","26",681385,6470993,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1098","P027251002","P0272510","Le ruisseau Grande Rhue à Condat - Nouvelle échelle rive gauche","STD","2017-10-31 00:00:00+01",NA,"26",681386,6470994,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1099","P030401001","P0304010","La Santoire à Ségur-les-Villas [La Carrière]","STD","1992-05-01 00:00:00+02",NA,"26",686354,6454794,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1100","P036000101","P0364010","La Santoire à Condat [Roche-Pointue]","STD","1916-01-01 00:00:00+00",NA,"26",680679,6470458,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1101","P052401001","P0524010","La Petite Rhue à Marchastel [Pont de la Rodde]","STD","2001-03-16 00:00:00+01",NA,"26",676667,6464300,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"1102","P055501001","P0555010","La Véronne à Riom-ès-Montagnes","STD","1998-01-01 00:00:00+01",NA,"26",673713,6465243,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1103","P061000101","P0614010","La Tarentaine à Saint-Donat","STD","1950-01-01 00:00:00+01","1970-01-01 00:00:00+01","26",677367,6483677,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1104","P061000201","P0610002","[Fontaine salée] à Chastreix [La Morangie]","STD","2017-07-22 00:00:00+02",NA,"26",682665,6488590,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1105","P062000201","P0625010","Le ruisseau de Neuffonds [Eau Verte] à Saint-Genès-Champespe [Moulin des Bessades]","STD","1953-12-06 00:00:00+01","1970-01-01 00:00:00+01","26",678546,6481840,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1106","P063000101","P0634010","La Tarentaine à Champs-sur-Tarentaine-Marchal [La Vassin]","STD","1900-12-12 00:00:00+00:09:21","1986-12-31 00:00:00+01","26",674892,6482345,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1107","P065000101","P0654010","La Tarentaine à Champs-sur-Tarentaine-Marchal [Champs]","STD","1913-11-15 00:00:00+00","1969-01-01 00:00:00+01","26",665163,6477349,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1108","P080401001","P0804010","La Sumène à Saint-Étienne-de-Chomeil [Cheyrange]","STD","1960-12-01 00:00:00+01","2001-05-04 00:00:00+02","26",667215,6469291,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1109","P081402001","P0814020","La Sumène à Antignac","STD","2000-06-14 00:00:00+02",NA,"26",664359,6471345,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1110","P087000101","P0874020","La Sumène à Méallet [Vendes]","STD","1932-03-01 00:00:00+00","1970-01-01 00:00:00+01","26",652315,6466611,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1111","P088501001","P0885010","Le Mars à Bassignac [Vendes]","STD","1960-12-01 00:00:00+01",NA,"26",652012,6466577,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"1112","P088502001","P0885020","Le Mars au Falgoux","STD","1991-04-23 00:00:00+02",NA,"26",670358,6450505,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1113","P089000101","P0894010","La Sumène à Bassignac [Pont de Vendes]","STD","1955-01-01 00:00:00+01",NA,"26",652015,6466850,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1114","P103401001","P1034010","L'Auze à Brageac [Le Pestre]","STD","2001-08-01 00:00:00+02","2017-07-03 00:00:00+02","26",639312,6457315,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1115","P118000101","P1184010","La Luzège à Soursac","STD","1918-01-01 00:00:00+00","1952-01-01 00:00:00+01","26",635865,6466263,"DREAL Nouvelle-Aquitaine - UH Giron","HydroPortail/Hydro 2"
"1116","P142251001","P1422510","La Maronne à Sainte-Eulalie","STD","1934-01-01 00:00:00+00",NA,"26",651616,6446810,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"1117","P145401001","P1454009","La Bertrande à Saint-Illide - Ancienne échelle","STD","1932-01-01 00:00:00+00","1970-01-01 00:00:00+01","26",645724,6441634,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1118","P145401002","P1454010","La Bertrande à Saint-Illide - Nouvelle échelle","STD","2002-10-10 00:00:00+02",NA,"26",645711,6441680,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1119","P150000101","P1502510","La Maronne à Pleaux [Enchanet - QNR]","STD","1918-01-01 00:00:00+00",NA,"26",636577,6442802,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1120","P152000101","P1522510","La Maronne à Cros-de-Montvert [Les Estourocs]","STD","1918-01-01 00:00:00+00","1946-01-01 00:00:00+01","26",634890,6442793,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1121","P171291001","P1712910","La Cère à Vic-sur-Cère [Comblat-le-Pont]","STD","1959-01-01 00:00:00+01",NA,"26",669660,6429642,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"1122","P174401001","P1744008","La Jordanne à Aurillac - Ladoux","STD","1970-10-01 00:00:00+01","1985-11-28 00:00:00+01","26",656182,6425088,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1123","P174401002","P1744009","La Jordanne à Aurillac - Claire Vivre","STD","1992-11-26 00:00:00+01","1999-04-02 00:00:00+02","26",656049,6424710,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1124","P174401003","P1744010","La Jordanne à Aurillac - Passerelle Paul Riotte","STD","2001-09-19 00:00:00+02",NA,"26",656182,6425088,"DREAL Centre-Val de Loire - UH Auve","Vigicrues/HydroPortail/Hydro 2"
"1125","P177000101","P1772910","La Cère à Sansac-de-Marmiesse","STD","1965-01-01 00:00:00+01",NA,"26",648721,6420534,"Electricité de France (EDF)","HydroPortail/Hydro 2"
"1126","P178051001","P1780510","Le ruisseau de Roannes à Saint-Mamet-la-Salvetat [Pont de Lascombes]","STD","2001-06-07 00:00:00+02",NA,"26",648966,6418785,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
"1127","P178081001","P1780810","Le ruisseau de Faugrand à Saint-Mamet-la-Salvetat [aval station pompage AEP]","STD","2001-06-15 00:00:00+02","2011-07-05 06:47:00+02","26",648935,6418685,"DREAL Centre-Val de Loire - UH Auve","HydroPortail/Hydro 2"
