nosta,codehydro,nom,courdo,xlambert,ylambert,pk,bv,type,nogest,module,qrefetiage,qix2,qix5,qix10,mnemo,comment,datemaj,typemes,nomcommune,inseecommune,ngfechelle,dateenregistrement,datecreation,cotedebordement,coteseuil,codehydro3,codesitehydro3,synchronisation
487,"K2623020","MADRIAT2","COUZE D ARDES DERIV",,,,,"S","118631",0.184,0.026,1.25,1.58,1.8,"K2623820",,"06/08/05 00:00:00","00",,,,"04/08/25 10:40:00",,,,"K262302001","K2623020",1
488,"K3464010","NEUVY MOULINS","QUEUNE",,,,109,"S","118631",0.603,0.027,10.2,15.5,19,"K3464010","Mise à jour des débits caractéristiques le 02/05/2025","01/29/08 15:25:00","00",,,,"05/02/25 15:24:00",,,,"K346401001","K3464010",1
489,"K3060310","ML VIDOT","SICHON",,,,159,"S","118631",2.29,0.17,27,40,48,"K3060310",,"01/28/08 15:13:00","00",,,,"07/07/17 12:05:00",,,,"K306031001","K3060310",1
490,"K2994010","PUY GUILLAUME","CREDOGNE",,,,74.5,"S","118631",1.12,0.09,11,17,21,"K2994010",,"01/28/08 12:55:00","00","PUY GUILLAUME",,,"02/28/25 11:58:00",,,,"K299401001","K2994010",1
491,"K2424010","COHADE RN102 [HS]","VENDAGE",680690,2039680,997.5,51.5,"S","118631",,,,,,"K2424010","INSTALLE 12/97

OTT 132599  07-2000
","09/28/04 00:00:00","00",,,,"02/28/25 09:49:00",,,,"K242401001","K2424010",
492,"P0885020","LE FALGOUX CAMPING","MARS",622410,2017150,,20.5,"S","118631",1.08,0.089,14,20,24,"P0885020",,"06/08/05 00:00:00","00",,,89500,"07/20/16 10:56:00",,,,"P088502001","P0885020",1
493,"K2373110","ST VERT","DOULON",693580,2041930,,38.799999,"S","118631",0.405,0.051,4.28,6.59,8.109999999999999,"K2373110","INSTALLE 10/97
MISE A JOUR DEBITS CARACTERISTIQUE LE 08/04/2025","07/05/04 00:00:00","00",,,76000,"04/08/25 11:20:00",,,,"K237311001","K2373110",1
494,"K2335510","ST JUST PRES BRIOUDE -LE MAS","LE CEROUX",679440,2027570,,82,"S","118631",0.521,0.006,6.1,11,14.2,"K2335510","12/97
132614 ott HYDROSENS
MISE A JOUR DEBITS CARACTERISTIQUE LE 08/04/2025","07/05/04 00:00:00","00",,,53900,"04/08/25 11:16:00",,,,"K233551001","K2335510",1
495,"K2763110","CEBAZAT","BEDAT",660175,2091975,,41,"S","118631",0.356,0.12,5.2,7.2,8.5,"K2763110",,"06/02/05 00:00:00","00",,,,"12/09/20 09:39:00","01/01/00 00:00:00",,,"K276311001","K2763110",1
497,"K2773120","ST LAURE","BEDAT",,,,,"S","118631",1.85,0.68,25,32,36,"K2773120","INSTALLATION  LE  08 MARS  2000","03/13/00 00:00:00","00",,,,"02/28/25 10:27:00",,,,"K277312001","K2773120",1
498,"K2774020","ENNEZAT [HS]","AMBENE",,,,,"S","118631",0.72,0.18,7.6,12,14,"K2774020","INSTALLATION LE 07/03/2000    
FRANCETELECOM   LE 21/03/2000
1er JAUGEAGE LE 21/03/2000
Mise hors service en 2025","03/22/00 00:00:00","10",,,,"02/28/25 10:30:00",,,,"K277402001","K2774020",1
499,"K3553010","AUBIGNY [HS]","BURGE",662050,2187510,,225,"S","118631",0.995,0.054,20,30,37,"K3553010","Station mise hors service le 01/03/2023 00:00","01/29/08 15:49:00","00",,,,"02/27/25 17:42:00",,,,"K355301001","K3553010",1
500,"K2223020","CHAMBONNET [HS]","ANCE du SUD",,,,80,"S","118631",1.19,0.16,9,12,15,"K2223020",,"07/05/04 00:00:00","00",,,,"03/14/25 12:39:00",,,,"K222302001","K2223020",
501,"K2226010","PANIS [HS]","RU du PANIS",,,,70,"S","118631",0.7,0.066,7.5,11,13,"K2226010",,"07/05/04 00:00:00","10",,,85700,"03/14/25 12:39:00",,,,"K222601001","K2226010",
503,"P1034010","BRAGEAC-MAISON FORESTIÉRE [HS]","AUZE",591384,202355,,155,"S","118631",1.31,0.14,45,75,94,"P1034010","BRAGEAC-MAISON FORESTIÉRE MIERS = P103 4010 - L'Auze à Brageac [Le Pestre]
Mise hors service le 03/07/2017 00:00","06/08/05 00:00:00","00",,,49000,"02/28/25 10:57:00",,,,"P103401001","P1034010",1
504,"P0814020","ANTIGNAC","SUMENE",616675,2037825,,71.5,"S","118631",1.89,0.21,22,34,42,"P0814020",,"06/08/05 00:00:00","00",,,50000,"08/24/18 15:18:00",,,,"P081402001","P0814020",1
505,"P1780510","ST MAMET - CD 48","ROANNES",602000,1984725,,45.5,"S","118631",1.36,0.11,18,27,33,"P1780510",,"08/29/05 00:00:00","00",,,56500,"02/28/25 11:04:00",,,,"P178051001","P1780510",1
506,"P1780810","ST MAMET - STATION POMPAGE AEP [HS]","FAUGRAND",601925,1984475,,4.5,"S","118631",0.08400000000000001,,,,,"P1780810",,"06/08/05 00:00:00","00",,,58000,"02/28/25 11:05:00",,,,"P178081001","P1780810",
507,"P0524010","MARCHASTEL","PETITE RHUE",,,,75.5,"S","118631",2.17,0.08699999999999999,39,58,70,"P0524010",,"06/08/05 00:00:00","00",,,81400,"11/26/18 15:45:00",,,,"P052401001","P0524010",1
509,"P1454010","ST ILLIDE","BERTRANDE",,,,,"S","118631",3.5,0.2,41,58,69,"P1454010","P1454010 01 Ancienne échelle = fermée : 01/01/1932 -> 01/01/1970 station gérée par DRIREN Midi-Pyrénées
P1454010 02 Nouvelle échelle = station remise en service par DRIEN Auvergne10/10/2002 ->   ","06/08/05 00:00:00","00",,,45800,"02/28/25 11:00:00",,,,"P145401002","P1454010",1
512,"K2821910","DORE L EGLISE","DORE",,,,105,"S","118631",1.07,0.095,12,18,22,"K2821910",,,"00","DORE L'EGLISE",,,"02/28/25 11:56:00","08/22/06 10:29:00",,,"K282191001","K2821910",1
513,"K2834010","ST BONNET LE CHASTEL [MOULIN NEUF]","DOLORE",,,,70,"S","118631",1.13,0.15,13,19,24,"DOLORE",,"01/25/08 17:06:00","00","ST BONNET LE CHASTEL",,,"02/28/25 11:56:00","08/22/06 10:30:00",,,"K283401001","K2834010",1
514,"K2851910","AMBERT","DORE",,,,,"S","118631",4.87,0.41,44,61,73,"AMBERT",,,"00","AMBERT",,,"02/28/25 12:02:00","08/22/06 10:30:00",,,"K285191001","K2851910",1
515,"K2981910","DORAT","DORE",,,,1523,"S","118631",18.8,2.5,160,220,260,"K2981910",,"11/17/97 00:00:00","00",,,,"08/22/17 16:29:00",,,,"K298191001","K2981910",1
516,"K2944010","COURPIERE [LE SALET]","COUZON",,,,74.5,"S","118631",1.27,0.22,17,27,33,"K2944010",,"03/11/16 10:57:00","00","COURPIERE",,,"02/28/25 11:57:00",,,,"K294401001","K2944010",1
517,"K2884010","OLLIERGUES [GIROUX-FAYE]","FAYE",,,,72,"S","118631",1.6,0.32,15,21,25,"K2884010",,"01/28/08 11:49:00","00","OLLIERGUES",,,"02/28/25 11:57:00",,,,"K288401001","K2884010",1
518,"K2064010","LANGOGNE-PASSERELLE BOIS","LANGOUYROU",720.21,1970.49,,65,"S","118631",1.47,0.17,24,41,52,"K2064010","Code station Hydro3 (PhyC)
K2064010 01 station férmée Pont SNCF 01/01/1954 -> 14/03/2000
K2064010 02 station Passerelle bois 15/03/2000","01/25/08 14:31:00","00",,,90042,"04/18/24 15:32:00",,,,"K206401002","K2064010",
519,"K2134010","CHASTANIER","CLAMOUZE",712.45,1970.32,,50.5,"S","118631",0.721,0.013,10,16,19,"K2134010",,"01/25/08 15:39:00","00",,,107015,"04/18/24 15:37:00",,,,"K213401001","K2134010",
520,"K2163110","GRANDRIEU","GRANDRIEU",703.1,1977.27,,72.5,"S","118631",1.07,0.098,14,21,26,"K2163110",,"01/25/08 15:17:00","00",,,109400,"07/12/24 16:05:00",,140,120,"K216311001","K2163110",
521,"K2123010","PONT DU BAVES","CHAPEAUROUX",707.95,1964.19,,109,"S","118631",1.57,0.094,19,29,36,"K2123010","K2123010 01 Hermet
K2123010 02 Pont de Baves","01/25/08 16:04:00","00","PIERREFICHE",,,"02/08/21 09:21:00",,,,"K212301002","K2123010",
522,"K2523010","JOURSAC","ALAGNON",,,,310,"S","118631",6.32,0.93,60.8,89.40000000000001,108,"K2523010","MISE A JOUR DEBITS CARACTERISTIQUE LE 08/04/2025","11/21/97 00:00:00","00",,,,"04/08/25 10:57:00",,,,"K252301001","K2523010",1
523,"K2674010","CHAMPEIX","COUZE CHAMPEIX",,,,159,"S","118631",2.5,0.592,25.4,38.9,47.9,"K2674010","Gérée par la 4° CE (   - 31/12/1968), EDF (01/01/1970 - ) 
mis à jour le 08/03/2025
","11/17/97 00:00:00","00",,,,"04/08/25 10:56:00",,,,"K267401001","K2674010",1
524,"K2223030","ST PREJET D ALLIER [HS]","ANCE du SUD",,,,181,"S","118631",1.94,0.22,22,35,44,"K2223030","Observation faite après transfert station Saint préjet printemps 2022 après transfert Clermont-Le Puy

Fixation vegetation RD sur contrôle+colmatage ecoult entre pierres jusque centre rivière .En TBE  ecoult préferentiel se fait sur 1er tiers depuis RG ou controle en partie effondree.(cf photos dossier station lecteur reseau S)
Quand la retenue d'eau de Saint Prejet en aval station est pleine en période estivale, l'ecoulement se fait sur le dernier tiers depuis la RG ou le contrôle est en partie effondrée,le seuil finit par être noyé pour des hauteurs echelles inférieures à 35cm. En dessous de 35 cm environ le plan d'eau echelle et celui de la retenue d'eau finisse par coincider et la courbe de tarage ne devrait être plusq être univoque et l'hydrogramme non fiable via le Tarage.","11/21/97 00:00:00","00",,,,"03/14/25 12:40:00",,,,"K222303001","K2223030",
525,"K2234020","FREYCENET","VIRLANGE",,,,48.5,"S","430870",0.73,0.11,6.4,8.9,11,"K2234020",,"11/21/97 00:00:00","00",,,,"03/30/20 11:29:00",,,,"K223402001","K2234020",
526,"K2363020","SALZUIT","Senouire",,,,210,"S","118631",1.4,0.074,22.5,38.3,48.8,"SALZUIT","Code station Hydro3 (PhyC)
K2363020 01 station STEP fermée : 01/01/2001 -> 01/01/2012
K2363020 02 station pont RD641 active : 01/01/2012
MISE A JOUR DEBITS CARACTERISTIQUE LE 08/04/2025","09/08/16 11:18:00","00",,,,"04/08/25 11:10:00",,,,"K236302002","K2363020",1
527,"K2363010","PAULHAGUET [HS]","SENOUIRE",,,,155,"S","118631",1.5,0.13,20,33,42,"K2363010","Mise hors service en 2025","11/21/97 00:00:00","00",,,,"02/28/25 10:25:00",,,,"K236301001","K2363010",1
528,"K3273010","MIREMONT - LA PRUGNE","SIOULET",,,,472,"S","118631",5.67,0.387,48.1,72.8,89.09999999999999,"K3273010","débits caractéristiques modifiés le 07/04/25","01/29/08 16:16:00","00",,,,"04/07/25 13:40:00",,,,"K327301001","K3273010",1
529,"K3302010","CHATEAUNEUF LES BAINS","SIOULE",,,,1415,"S","118631",16.2,3.23,81.5,133,166,"K3302010","débits caractéristiques modifiés le 07/04/25","01/24/08 15:13:00","00",,,,"04/07/25 13:41:00",,,,"K330201001","K3302010",1
530,"K3322010","EBREUIL","SIOULE",,,,1648,"S","118631",19.4,2.87,95.3,152,190,"K3322010","débits caractéristiques modifiés le 07/04/25","01/24/08 15:19:00","00",,,,"04/07/25 13:42:00",,,,"K332201001","K3322010",1
545,"K3220210","GELLES (LA MIOUZE)","LA SIOULE",638.45,2085.16,,279.70001,"S","118631",4.25,0.875,36.3,47.6,55.1,"K3220210","débits caractéristiques modifiés le 07/04/25",,"00",,,,"04/07/25 13:34:00","12/03/09 09:50:00",,,"K322021001","K3220210",1
546,"K2630310","PARENTIGNAT","EAU-MERE",,,,,"S","118631",1.35,0.179,16.7,27,33.8,"EAU-MERE","mis à jour le 08/03/2025",,"00",,,,"04/08/25 10:45:00","12/14/09 14:40:00",,,"K263031001","K2630310",1
548,"K2970310","CELLES/DUROLLE [PONT DE CHAZEAU]","DUROLLE",700577,2097150,,116.5,"S","118631",,,,,,"DUROLLE",,"03/21/17 10:07:00","00","CELLES/DUROLLE",,56443,"02/28/25 11:58:00","02/09/10 10:07:00",,,"K297031001","K2970310",1
549,"K2767010","MARSAT","La Pâle",,,,,"S","118631",0.049,,,,,"K2767010","débits caractéristiques modifiés le 07/04/25",,"00",,,,"04/07/25 11:57:00","06/04/10 11:56:00",,,"K276701001","K2767010",1
550,"K2774710","ST GENES GARGOUILLOUX","Le Gargouilloux",,,,,"S","118631",0.015,0.003,0.031,0.045,0.054,"K2774710","débits caractéristiques modifiés le 07/04/25",,"00",,,,"04/07/25 11:59:00","06/04/10 11:57:00",,,"K277471001","K2774710",1
552,"P0610002","CHASTREIX","Fontaine salée",634513,2055223,,,"S","118631",,,,,,"CHASTREIX",,,"00",,,,"03/30/17 10:27:00","03/30/17 10:27:00",,,"P061000201","P0610002",1
553,"K2534012","MASSIAC RN 122","ALAGNON",,,,,"S","118631",,,,,,"RN",,,"00",,,,"07/19/18 16:27:00","01/10/18 14:59:00",,,"K253401201","K2534012",1
554,"K2593011","LEMPDES SNCF [HS]","ALAGNON",672670,2042839,,,"S","118631",,,,,,"K259301002","12/01/2025 13:40 Fermeture au profit de la station Lempdes passerelle + Béal ",,"00",,,,"02/27/25 15:23:00","07/19/18 15:37:00",,,"K259301002","K2593010",1
556,"K3330001","LOUROUX DE BOUBLE","Bouble",697144,6570313,,129,"S","118631",,,,,,"K3330001","Mise en service le 13/09/2020",,"00",,,,"03/03/21 14:49:00","01/25/19 09:51:00",,,"K333000101","K3330001",1
557,"K2654011","COUZE VALBELEIX","Couze Valbeleix",,,,62,"S","118631",,,,,,"K2654011",,,"00","VALBELEIX","63440",,"02/28/25 12:00:00","04/08/20 10:45:00",,,"K265401101","K2654011",1
558,"K2020001","ST ETIENNE DE LUGDARÈS","Masméjan",,,,,"S","118631",,,,,,"HUÉDOUR",,,,"ST ETIENNE DE LUGDARÈS",,,"04/10/20 17:21:00","04/10/20 17:17:00",,,"K202000101","K2020001",
559,"K2560001","BLESLE","SIANNE",714146,6468152,,111,"S","118631",,,,,,"K2560001","Crée sur site ayant déjà une échelle. ",,"00",,,,"09/22/20 09:57:00","09/22/20 09:36:00",,,"K256000101","K2560001",1
560,"K2064009","LANGOGNE - PONT SNCF (HS)","LANGOUYROU",,,,,"S","118631",,,,,,"K2064009","Code station Hydro3 (PhyC)
K2064010 01 station fermée Pont SNCF 01/01/1954 -> 15/03/2000
K2064010 02 station Passerelle bois 15/03/2000",,"00",,,,"02/28/25 11:52:00","12/09/20 11:33:00",,,"K206401001","K2064010",1
562,"K3603011","POUZY MESANGY RD234 NOUVELLE","Bieudre",,,,144,"S","118631",0.791,0.02,20.8,33.5,42,"K3603011","Mise à jour des débits caractéristiques le 02/05/2025",,"00",,,,"05/02/25 15:31:00","12/16/20 16:28:00",,,"K360301002","K3603010",1
563,"K2123009","HERMET [HS]","CHAPEAUROUX",,,,,"S","118631",,,,,,"K2123009","K2123010 01 Hermet
K2123010 02 Pont de Baves",,"00","CHATEAUNEUF DE RANDON",,,"11/23/21 15:32:00","02/08/21 09:21:00",,,"K212301001","K2123010",1
564,"K2753009","MONTCEL-CANAL [HS]","MORGE",655801,2114069,,418,"S","118631",,,,,,"K2753009","K275301001 station aval pont en service jusqu'au 24/11/2017 14:00
K275301002 station amont pont mise en service le 24/11/2017 14:00",,"00",,,,"02/28/25 10:24:00","02/12/21 12:30:00",,,"K275301001","K2753010",1
565,"K3382011","ST POURÇAIN - AUBRELLES [HS]","Sioule",,,,,"S","118631",,,,,,"K3382011","Mise en service retenue de BESSERVE = novembre 1968
Code hydro3
K3382010 01 Sioule à St Pourçain (station active) 04/07/1985 ->
K3382010 02 Sioule à St Pourçain [La Moutte] fermée (ancienne station hydro2 K3382005) 07/07/1966 -> 05/07/1985
K3382010 03 sioule à St Pourçain [Auberge des Aubrelles] 04/03/2021

Attention code Hydro2 K3382011",,"00","SAINT POURÇAIN",,,"02/28/25 11:07:00","04/12/21 17:54:00",,,"K338201003","K3382010",1
566,"K2674039","CHAMBON AVAL ANCIENNE [HS]","Couze chambon",,,,,"S","118631",,,,,,"K2674039","Code station HYDRO3 (PhyC)
K267404001 Station fermée = Passerelle 01/01/1992->22/09/2009
K267404002 Station active = Pont accès camping 22/09/2009->",,,,,,"02/28/25 10:12:00","10/18/21 10:09:00",,,"K267404001","K2674040",1
567,"K2283109","CHANTEUGES [HS]","DESGES",,,,,"S","118631",,,,,,"K2283109","Code station Hydro3 (PhyC)
K2283110 01 Station fermée : La Cambuse - Amont Pont SNCF 01/06/1966 -> 14/04/1992
K2283110 02 Station active : Bourg de Chanteuges 14/04/1992 -> 

Changement échelle limni le 11/10/2016 9:30 (zéro échelle +10cm/ à l’ancienne échelle) ",,"00",,,,"01/14/22 09:35:00","11/23/21 18:17:00",,,"K228311001","K2283110",1
568,"K2363019","SALZUIT [HS]","SENOUIRE",,,,,"S","118631",,,,,,"K2363019","Code station Hydro3 (PhyC)
K2363020 01 station STEP fermée : 01/01/2001 -> 01/01/2012
K2363020 02 station pont RD641 active : 01/01/2012",,"00",,,,"11/26/21 14:38:00","11/26/21 14:38:00",,,"K236302001","K2363020",1
569,"K1180020","DIGOIN-PONT D979B","Loire",,,,9315,"S","430450",86.3,11,650,971,1180,"K1180020"," Mise à jour Débits caractéristiques le 16/04/2025",,"00",,,,"04/16/25 15:07:00","02/02/22 10:42:00",,,"K118001011","K1180010",1
571,"K4810002","SAINT-RÈGLE","L'Amasse",,,,,"S","430450",,,,,,"K4810002","Mise à jour débits caractéristiques le 23/04/2025.
",,"00",,,,"04/23/25 09:30:00","02/03/22 07:53:00",,,"K481000201","K4810002",1
572,"K6322520","CONCRESSAULT","Sauldre",668446,6710162,,,"S","430450",,,,,,"K6322520",,,"22",,,,"02/04/22 08:02:00","02/04/22 08:02:00",,,"K632251101","K6322511",1
573,"K2778009","ST GENES L ENFANT [HS]","Le St Genes",,,,,"S","118631",,,,,,"K2778009","K277801001 = K2778009 01/02/1972 -> 30/11/2000
K277801002 = K2778010 01/12/2000 ->",,"00",,,,"01/21/22 17:07:00","01/21/22 17:03:00",,,"K277801001","K2778010",1
574,"P0272509","CONDAT ANCIENNE [HS]","RHUE",,,,,"S","118631",,,,,,"P0272509","P027251001 station Echelle rive droite du   / /   au 31/10/2017 16:40
P027251002 station Echelle rive gauche à partir du 31/10/2017 16:40",,"00",,,,"02/28/25 10:51:00","02/17/22 08:45:00",,,"P027251001","P0272510",1
575,"K3206009","CEYSSAT [HS]","Le ruisseau de Ceyssat [Ancienne]",,,,,"S","118631",,,,,,"K3206009","Code station HYDRO3 (PhyC)
K3206010 01 Moulin = fermée : 01/03/1971 -> 30/05/2012 
K3206010 02 Amont pont = 30/05/2012  ->   ",,"00",,,,"04/19/22 11:29:00","04/19/22 10:57:00",,,"K320601001","K3206010",1
576,"K3264009","PONTAUMUR [HS]","SAUNADE",,,,,"S","118631",,,,,,"K3264009","K326401001: Station ""canal"" sous le pont, en service jusqu'au 20/09/2017 00:00
K326401002: Station en aval du pont rive gauche, sur le mur de soutènement, mise en service le 20/09/2017 00:00",,"00",,,,"04/19/22 15:06:00","04/19/22 14:59:00",,,"K326401001","K3264010",1
578,"P1744008","AURILLAC - LADOUX [HS]","JORDANNE",,,,,"S","118631",,,,,,"P1744008","P1744010 01 Ladoux = fermée 01/10/1970 00:00 -> 28/11/1985 00:00
P1744010 02 Claire Vivre = fermée :  26/11/1992 00:00 -> 02/04/1999 00:00
P1744010 03 Passerelle Paul Riotte 19/09/2001 10:50 -> ",,"00",,,,"02/28/25 10:58:00","05/09/22 16:03:00",,,"P174401001","P1744010",1
579,"P1744009","AURILLAC - CLAIRE VIVRE [HS]","JORDANNE",,,,,"S","118631",,,,,,"P1744009","P1744010 01 Ladoux = fermée 01/10/1970 00:00 -> 28/11/1985 00:00
P1744010 02 Claire Vivre = fermée :  26/11/1992 00:00 -> 02/04/1999 00:00
P1744010 03 Passerelle Paul Riotte 19/09/2001 10:50 -> ",,"00",,,,"02/28/25 10:59:00","05/09/22 16:04:00",,,"P174401002","P1744010",1
580,"K2593013","LEMPDES-PASSERELLE","ALLAGNON",,,,,"S","118631",,,,,,,,,"00",,,,"05/26/23 15:36:00","05/26/23 15:36:00",,,"K259301301","K2593013",
581,"K2593014","LEMPDES- BIEF","ALLAGNON-BIEF",,,,,"S","118631",,,,,,,,,"00",,,,"05/26/23 15:39:00","05/26/23 15:38:00",,,"K259301401","K2593014",
582,"M1124820","ROMILLY-SUR-AIGRE [SAINT-CALAIS]","Aigre",573.54,6766.38,,276,"S","430450",1.48,0.47,3.7,6,7.5,"M1124820","Déplacement de l'échelle le 17 janvier 2023.","07/13/23 00:00:00","00","ROMILLY SUR AIGRE","28318",,"07/13/23 11:18:00","01/01/23 00:00:00",80,,"M112481002","M1124810",
583,"K4280013","SAINT-MARTIN-D’ABBAT - DÉBITMÉTRIQUE","La Bonnée",644.431,6750.208,,,"S","430450",,,,,,"K4280013",,,"10","SAINT-MARTIN-D'ABBAT","45290",,"07/13/23 14:18:00","07/13/23 14:17:00",,,"K428000302","K4280003",
584,"K5712320","FOECY - STATION DEBITMETRIQUE","Yèvre",637.081,6676.655,,,"S","430450",,,,,,"K5712320","Station débitmétrique en complément de la station K571231001 (IQ+) mis en service",,"10",,,,"07/13/23 14:40:00","07/13/23 14:40:00",,,"K571231002","K5712310",
585,"K3080001","CUSSET-ALLÉE MESDAMES","SICHON",734232,6559526,,,"S","430450",,,,,,,,,"00",,,,"02/28/25 12:02:00","07/13/23 10:57:00",,,"K308000101","K3080001",
586,"K2714011","BEAUREGARD NOUVELLE","JAURON",,,,124,"S","118631",,,,,,,,,"00","BEAUREGARD L EVEQUE","034",,"01/26/24 09:14:00","11/08/23 12:06:00",200,30,"K271401002","K2714010",
587,"K4280003","SAINT-MARTIN-D'ABBAT","La Bonnée",644.431,6750.208,,,"S","430450",,,,,,"K4280003","Cette station en cours de création est prévue pour être couplée avec une station débitmétrique (code station K428000302)",,"00","SAINT-MARTIN-D'ABBAT","45290",,"07/13/23 14:19:00","02/03/22 07:49:00",,,"K428000301","K4280003",1
588,"K2223040","SAINT PREJET AMONT PONT","ANCE du SUD",,,,181,"S","118631",1.94,0.22,22,35,44,"K2223040","1er mise en service capteur sonde et LNS le 16-11-2023.
Cette station a pour vocation de remplacer la station avec echelle au pont dans le but de s'affranchir de l'influence aval de la retenue de Saint-Préjet qui lorsqu'elle est pleine etait susceptible de contrôler le niveau du plan d'eau échelle en lieu et place du seuil hydraulique.
A terme, les deux stations plus amont  c'est à dire l'Ance à Chambonnet et Le Panis à la Romaine seront fermés dans le cadre de la réorganisation du reseau de stations.",,"00",,,,"12/13/23 16:39:00","12/13/23 16:39:00",,,"K222303002","K2223030",
589,"K3570810","LIVRY - PONT DU VEURDRE","Allier",,,,,"S","430450",,,,,,"K3570810","Station historique en hauteur seule, passage au débit en cours d'étude depuis début 2024 (crue de mars)",,"00","LIVRY",,,"03/26/24 14:40:00","03/26/24 14:39:00",,,"K357081010","K3570810",
590,"K0030030","ISSARLES (PT DE LA BORIE AVAL)","Loire",,,,,"S","430450",,,,,,"K0030030",,,"00",,,,"03/28/24 11:31:00","03/28/24 11:29:00",,,"K003002011","K0030020",
591,"K2075031","LANGOGNE (PONT DE BONJOUR)","DONOZAU",6402092,764035,,,"S","430450",,,,,,"K2075031","Station créée en juin 2024, demande d'EPLoire pour suivre les rentrans dans le barrage de Naussac",,"00","LANGOGNE",,,"06/17/24 10:50:00","06/17/24 10:47:00",,,"K207503101","K2075031",
592,"K0910060","VILLEREST - SORTIE BARRAGE","Loire",781158,6543616,,6598,"S","430450",,,,,,"K0910060","Station créé le 12/08/24 avec import des jaugeages historiques des stations de Villesrest et récupération des hauteurs BRL en pied d'ouvrage.
Report des jaugeages de Villerest Pont depuis janvier 2016 affecté des hauteurs enregistrés sur le capteur de Hauteurs de BRL pour faciliter établissemnt d'une courbe de Tarage. 
Attention pas de distinction possible sur ce jeu de jaugeage ""Virtuels"" entre 01-01-2016 et 01-08-2024 entre les mesures influencés ou non (herbes) s'agissant du Contrôle hydraulique de Villerest Barrage.
Avant le 13-08-2024 les côtes BRL capteur étaient en niveau NGF.","08/12/24 10:49:00","00",,,26900,"05/02/25 15:32:00","08/12/24 10:49:00",,,"K091001012","K0910010",1
593,"K2210843","ALLEYRAS (PONT ALLIER","ALLIER",,,,,"S","430450",,,,,,"K2210843",,,"00",,,,"05/15/25 14:36:00","10/18/24 15:56:00",,,"K221084301","K2210843",
594,"K2210844","ALLEYRAS [PONT GOURLONG]","Goulong",,,,,"S","430450",,,,,,"K2210844",,,"00",,,,"05/15/25 14:36:00","01/14/25 11:15:00",,,"K221084401","K2210844",
595,"K1110003","BOURG-LE-COMTE","Urbise",,,,,"S","430450",,,,,,,"Projet 2025",,,,,,"01/14/25 11:20:00","01/14/25 11:20:00",,,"K111000301","K1110003",
596,"K1140001","VENDENESSE-LES-CHAROLLES","SEMENCE",,,,,"S","430450",,,,,,,"Projet 2025",,,,,,"01/14/25 11:21:00","01/14/25 11:21:00",,,"K114000101","K1140001",
597,"K1943020","SAINT-AUBIN-LES-FORGES","Nièvre",,,,,"S","430450",,,,,,,,,,,,,"01/15/25 14:26:00","01/15/25 14:09:00",,,"K194301002","K1943010",
598,"K2698212","ST SATURNIN","MONNE",706561,6505735,,,"S","430450",,,,,,"K2698212",,,"00",,,,"02/28/25 11:11:00","01/20/25 16:30:00",,,"K269821201","K2698212",
599,"K3120001 ","ST GERMAIN DES F0SSES","MOURGON",733384,6567327,,126,"S","430450",,,,,,"K3120001","Création prévue en 2025",,"00",,,,"02/28/25 11:39:00","02/27/25 11:00:00",,,"K312000101","K3120001",
600,"K3130003","VARENNES SUR ALLIER","VALENCON",732432,6579066,,108,"S","430450",,,,,,"K3130003","Création prévue en 2025",,"00",,,,"02/28/25 12:19:00","02/27/25 11:13:00",,,"K313000301","K3130003",
601,"K3020001","ST DENIS COMBARNAZAT","BURON",728135,6543543,,107.5,"S","430450",,,,,,"K3020001",,,"00",,,,"02/28/25 11:41:00","02/27/25 11:21:00",,,"K302000101","K3020001",
602,"K2143020","AUROUX","CHAPEAUROUX",,,,,"S","430450",,,,,,"K2143020","Jaugeage controle venturi (ne pas envoyer en PHYC)",,,,,,"03/14/25 11:56:00","04/05/19 08:59:00",,,,,
603,"K5054010","PONT RAMEAU [HS]","BORON",,,,,"S","118631",,,,,,"K5054010","Manques jaugeages DREAL CVL 2007-2010","09/12/97 00:00:00","00",,,,"04/18/25 15:00:00",,,,"K505000101","K5050001",
604,"K5383010","PONT DE LA ROCHE [HS]","AUMANCE",625879.6,2169958.3,,928,"S","118631",,,,,,"K5383010",,"06/08/05 00:00:00","00",,,,"04/18/25 15:37:00",,,,"K538302101","K5383021",
606,"K0274010","BLAVOZY ANCIENNE [HS]","SUMENE",728290,2007640,993,55,"S","430450",0.357,0.2,,,,"K0274010","INSTALLE 12/97
VANDALISME PP FIN 01/98","09/20/04 00:00:00","00",,,,"03/20/25 16:37:00",,,,"K027401001","K0274010",
607,"K0624510","LE BLED ANCIENNE [HS]","BONSON",744.72,2053.9,,104,"S","119690",0.854,0.007,14,24,31,"K0624510",,"03/18/02 00:00:00","00",,,,"04/16/25 18:29:00",,,,"K062451001","K0624510",
608,"K2240810","PRADES AMONT ANCIENNE [HS]","ALLIER",,,,1350,"S","430450",,,,,,"K2240810",,"07/22/02 00:00:00","00",,,,"04/17/25 11:13:00",,,,"K224082002","K2240820",
609,"K0260010","CHADRAC ANCIENNE [HS]","LOIRE",,,,1308,"S","430450",,,,,,"K0260010","Station emportée par crue de novembre 1996 remplacée par Pont du Monteil","07/22/02 00:00:00","00",,,,"04/16/25 17:53:00",,,,"K026001001","K0260010",
